Wólka Radzymińska;mazowieckie;05-126
Zegrze Południowe;mazowieckie;05-130
Zegrze;mazowieckie;05-131
Komornica;mazowieckie;05-135
Wieliszew;mazowieckie;05-135
Bolesławowo;mazowieckie;05-140
Borowa Góra;mazowieckie;05-140
Cupel;mazowieckie;05-140
Dębe;mazowieckie;05-140
Dębinki;mazowieckie;05-140
Dosin;mazowieckie;05-140
Gąsiorowo;mazowieckie;05-140
Guty;mazowieckie;05-140
Izbica;mazowieckie;05-140
Jachranka;mazowieckie;05-140
Jadwisin;mazowieckie;05-140
Kania Nowa;mazowieckie;05-140
Kania Polska;mazowieckie;05-140
Karolino;mazowieckie;05-140
Ludwinowo Dębskie;mazowieckie;05-140
Ludwinowo Zegrzyńskie;mazowieckie;05-140
Łacha;mazowieckie;05-140
Marynino;mazowieckie;05-140
Nowa Wieś;mazowieckie;05-140
Serock;mazowieckie;05-140
Skubianka;mazowieckie;05-140
Skubianka-Kolonia;mazowieckie;05-140
Stanisławowo;mazowieckie;05-140
Stasi Las;mazowieckie;05-140
Szadki;mazowieckie;05-140
Święcienica;mazowieckie;05-140
Wierzbica;mazowieckie;05-140
Wola Kiełpińska;mazowieckie;05-140
Wola Smolana;mazowieckie;05-140
Zabłocie;mazowieckie;05-140
Zalesie Borowe;mazowieckie;05-140
Adamówek;mazowieckie;05-152
Augustówek;mazowieckie;05-152
Brzozówka;mazowieckie;05-152
Cybulice Duże;mazowieckie;05-152
Cybulice Małe;mazowieckie;05-152
Cząstków Mazowiecki;mazowieckie;05-152
Cząstków Polski;mazowieckie;05-152
Czeczotki;mazowieckie;05-152
Czosnów;mazowieckie;05-152
Dąbrówka;mazowieckie;05-152
Dębina;mazowieckie;05-152
Dobrzyń;mazowieckie;05-152
Janówek;mazowieckie;05-152
Janów-Mikołajówka;mazowieckie;05-152
Jesionka;mazowieckie;05-152
Kaliszki;mazowieckie;05-152
Kazuń Nowy;mazowieckie;05-152
Kazuń Polski;mazowieckie;05-152
Kazuń-Bielany;mazowieckie;05-152
Kiścinne;mazowieckie;05-152
Łomna;mazowieckie;05-152
Łomna-Las;mazowieckie;05-152
Łosia Wólka;mazowieckie;05-152
Małocice;mazowieckie;05-152
Palmiry;mazowieckie;05-152
Pieńków;mazowieckie;05-152
Sady;mazowieckie;05-152
Sowia Wola;mazowieckie;05-152
Sowia Wola Folwarczna;mazowieckie;05-152
Truskawka;mazowieckie;05-152
Wiersze;mazowieckie;05-152
Wólka Czosnowska;mazowieckie;05-152
Wrzosówka;mazowieckie;05-152
Cisowe;mazowieckie;05-155
Gać;mazowieckie;05-155
Głusk;mazowieckie;05-155
Gniewniewice Folwarczne;mazowieckie;05-155
Górki (Zamczysko);mazowieckie;05-155
Krubiczew;mazowieckie;05-155
Leoncin;mazowieckie;05-155
Mała Wieś przy Drodze;mazowieckie;05-155
Nowa Dąbrowa;mazowieckie;05-155
Nowa Mała Wieś;mazowieckie;05-155
Nowe Budy;mazowieckie;05-155
Nowe Gniewniewice;mazowieckie;05-155
Nowe Grochale;mazowieckie;05-155
Nowe Polesie;mazowieckie;05-155
Nowiny;mazowieckie;05-155
Nowy Secymin;mazowieckie;05-155
Nowy Wilków;mazowieckie;05-155
Ośniki;mazowieckie;05-155
Rybitew;mazowieckie;05-155
Secymin Polski;mazowieckie;05-155
Secyminek;mazowieckie;05-155
Stara Dąbrowa;mazowieckie;05-155
Stare Gniewniewice;mazowieckie;05-155
Stare Grochale;mazowieckie;05-155
Stare Polesie;mazowieckie;05-155
Teofile;mazowieckie;05-155
Wilków nad Wisłą;mazowieckie;05-155
Wilków Polski;mazowieckie;05-155
Wincentówek;mazowieckie;05-155
Zamość;mazowieckie;05-155
Emolinek;mazowieckie;05-170
Henrysin;mazowieckie;05-170
Jaworowo-Trębki Stare;mazowieckie;05-170
Mochty-Smok;mazowieckie;05-170
Smoszewo;mazowieckie;05-170
Strubiny;mazowieckie;05-170
Trębki Nowe;mazowieckie;05-170
Trębki Stare;mazowieckie;05-170
Wólka Smoszewska;mazowieckie;05-170
Wygoda Smoszewska;mazowieckie;05-170
Zakroczym;mazowieckie;05-170
Błędowo;mazowieckie;05-180
Błędówko;mazowieckie;05-180
Błogosławie;mazowieckie;05-180
Cegielnia-Kosewo;mazowieckie;05-180
Czarna;mazowieckie;05-180
Czarnowo;mazowieckie;05-180
Falbogi Borowe;mazowieckie;05-180
Goławice Drugie;mazowieckie;05-180
Goławice Pierwsze;mazowieckie;05-180
Janowo;mazowieckie;05-180
Kikoły;mazowieckie;05-180
Kolonia;mazowieckie;05-180
Kosewko;mazowieckie;05-180
Kosewo;mazowieckie;05-180
Nowe Orzechowo;mazowieckie;05-180
Nowy Modlin;mazowieckie;05-180
Pomiechowo;mazowieckie;05-180
Pomiechówek;mazowieckie;05-180
Pomiechówek (Brody);mazowieckie;05-180
Pomocnia;mazowieckie;05-180
Smoły;mazowieckie;05-180
Stare Orzechowo;mazowieckie;05-180
Swobodnia;mazowieckie;05-180
Szczypiorno;mazowieckie;05-180
Śniadowo;mazowieckie;05-180
Śniadówko;mazowieckie;05-180
Wojszczyce;mazowieckie;05-180
Wola Błędowska;mazowieckie;05-180
Wójtostwo;mazowieckie;05-180
Wólka Kikolska;mazowieckie;05-180
Wymysły;mazowieckie;05-180
Zapiecki;mazowieckie;05-180
Zaręby;mazowieckie;05-180
Aleksandrowo;mazowieckie;05-190
Budy Siennickie;mazowieckie;05-190
Cegielnia Psucka;mazowieckie;05-190
Chechnówka;mazowieckie;05-190
Chrcynno;mazowieckie;05-190
Głodowo Wielkie (Głodowo Małe);mazowieckie;05-190
Jackowo Dworskie;mazowieckie;05-190
Jackowo Włościańskie;mazowieckie;05-190
Jaskółowo;mazowieckie;05-190
Kątne;mazowieckie;05-190
Kędzierzawice;mazowieckie;05-190
Krogule;mazowieckie;05-190
Krzyczki Szumne;mazowieckie;05-190
Krzyczki-Pieniążki;mazowieckie;05-190
Krzyczki-Żabiczki;mazowieckie;05-190
Lorcin;mazowieckie;05-190
Lubomin;mazowieckie;05-190
Lubomin (Lubominek);mazowieckie;05-190
Mazewo Dworskie"A";mazowieckie;05-190
Mazewo Dworskie"B";mazowieckie;05-190
Mazewo Włościańskie;mazowieckie;05-190
Młodzianowo;mazowieckie;05-190
Nasielsk;mazowieckie;05-190
Nasielsk (Pniewska Górka);mazowieckie;05-190
Nuna;mazowieckie;05-190
Paulinowo;mazowieckie;05-190
Pianowo-Bargły;mazowieckie;05-190
Pianowo-Daczki;mazowieckie;05-190
Pniewo;mazowieckie;05-190
Popowo Borowe;mazowieckie;05-190
Popowo-Północ;mazowieckie;05-190
Psucin;mazowieckie;05-190
Siennica;mazowieckie;05-190
Słustowo;mazowieckie;05-190
Wągrodno;mazowieckie;05-190
Winniki;mazowieckie;05-190
Żabiczyn;mazowieckie;05-190
Chlebiotki;mazowieckie;05-191
Czajki;mazowieckie;05-191
Lelewo;mazowieckie;05-191
Malczyn;mazowieckie;05-191
Miękoszyn;mazowieckie;05-191
Miękoszynek;mazowieckie;05-191
Mogowo;mazowieckie;05-191
Mokrzyce Dworskie;mazowieckie;05-191
Mokrzyce Włościańskie;mazowieckie;05-191
Morgi;mazowieckie;05-191
Nowe Pieścirogi;mazowieckie;05-191
Ruszkowo;mazowieckie;05-191
Stare Pieścirogi;mazowieckie;05-191
Studzianki;mazowieckie;05-191
Toruń Dworski;mazowieckie;05-191
Toruń Włościański;mazowieckie;05-191
Zaborze;mazowieckie;05-191
Aleksandria;mazowieckie;05-192
Andzin;mazowieckie;05-192
Borkowo;mazowieckie;05-192
Cieksyn;mazowieckie;05-192
Dobra Wola;mazowieckie;05-192
Gawłowo;mazowieckie;05-192
Gawłówek;mazowieckie;05-192
Nowosiółki;mazowieckie;05-192
Popielżyn Dolny;mazowieckie;05-192
Tomaszewo;mazowieckie;05-192
Wiktorowo;mazowieckie;05-192
Zakobiel;mazowieckie;05-192
Żołędowo;mazowieckie;05-192
Cięciwa;mazowieckie;05-200
Duczki;mazowieckie;05-200
Helenów;mazowieckie;05-200
Leśniakowizna;mazowieckie;05-200
Lipinki;mazowieckie;05-200
Majdan;mazowieckie;05-200
Mostówka;mazowieckie;05-200
Nowe Grabie;mazowieckie;05-200
Nowe Lipiny;mazowieckie;05-200
Stare Grabie;mazowieckie;05-200
Stare Lipiny;mazowieckie;05-200
Wołomin;mazowieckie;05-200
Wołomin (Mironowe Górki);mazowieckie;05-200
Zagościniec;mazowieckie;05-200
Chruściele;mazowieckie;05-205
Dobczyn;mazowieckie;05-205
Karolew;mazowieckie;05-205
Klembów;mazowieckie;05-205
Krzywica;mazowieckie;05-205
Lipka;mazowieckie;05-205
Nowy Kraszew;mazowieckie;05-205
Ostrówek;mazowieckie;05-205
Pasek;mazowieckie;05-205
Pieńki;mazowieckie;05-205
Rasztów;mazowieckie;05-205
Roszczep;mazowieckie;05-205
Sitki;mazowieckie;05-205
Stary Kraszew;mazowieckie;05-205
Tuł;mazowieckie;05-205
Wola Rasztowska;mazowieckie;05-205
Zielonka;mazowieckie;05-220
Kobyłka;mazowieckie;05-230
Ossów;mazowieckie;05-230
Turów;mazowieckie;05-230
Białki;mazowieckie;05-240
Brzezinów;mazowieckie;05-240
Brzezinów (Marianów);mazowieckie;05-240
Chrzęsne;mazowieckie;05-240
Dzięcioły;mazowieckie;05-240
Dzięcioły (Wilczeniec);mazowieckie;05-240
Dzięcioły (Pólko);mazowieckie;05-240
Franciszków;mazowieckie;05-240
Grabów;mazowieckie;05-240
Jarzębia Łąka;mazowieckie;05-240
Jasienica;mazowieckie;05-240
Jaźwie;mazowieckie;05-240
Kozły;mazowieckie;05-240
Krusze;mazowieckie;05-240
Kury;mazowieckie;05-240
Kury (Balcery);mazowieckie;05-240
Kury (Ołdaki);mazowieckie;05-240
Łysobyki;mazowieckie;05-240
Miąse;mazowieckie;05-240
Mokra Wieś;mazowieckie;05-240
Mokra Wieś (Szymanówek);mazowieckie;05-240
Mokra Wieś (Zalesie);mazowieckie;05-240
Pawłów;mazowieckie;05-240
Postoliska;mazowieckie;05-240
Postoliska (Fiukały);mazowieckie;05-240
Postoliska (Kazimierzówka);mazowieckie;05-240
Rudniki;mazowieckie;05-240
Rysie;mazowieckie;05-240
Stasinów;mazowieckie;05-240
Stryjki;mazowieckie;05-240
Szczepanek;mazowieckie;05-240
Tłuszcz;mazowieckie;05-240
Tłuszcz (Zakrzewie);mazowieckie;05-240
Wagan;mazowieckie;05-240
Waganka;mazowieckie;05-240
Wólka Kozłowska;mazowieckie;05-240
Cegielnia;mazowieckie;05-250
Ciemne;mazowieckie;05-250
Dybów-Kolonia;mazowieckie;05-250
Emilianów;mazowieckie;05-250
Łąki;mazowieckie;05-250
Łosie;mazowieckie;05-250
Mokre;mazowieckie;05-250
Nowy Janków;mazowieckie;05-250
Radzymin;mazowieckie;05-250
Rżyska;mazowieckie;05-250
Słupno;mazowieckie;05-250
Stary Dybów;mazowieckie;05-250
Stary Dybów (Górki);mazowieckie;05-250
Stary Dybów (Folwark);mazowieckie;05-250
Stary Janków;mazowieckie;05-250
Zwierzyniec;mazowieckie;05-250
Chajęty;mazowieckie;05-252
Dręszew;mazowieckie;05-252
Działy Czarnowskie;mazowieckie;05-252
Guzowatka;mazowieckie;05-252
Karpin;mazowieckie;05-252
Kowalicha;mazowieckie;05-252
Lasków;mazowieckie;05-252
Małopole;mazowieckie;05-252
Ślężany;mazowieckie;05-252
Trojany;mazowieckie;05-252
Wszebory;mazowieckie;05-252
Zaścienie;mazowieckie;05-252
Kołaków;mazowieckie;05-254
Kuligów;mazowieckie;05-254
Ludwinów;mazowieckie;05-254
Sokołówek;mazowieckie;05-254
Stasiopole;mazowieckie;05-254
Teodorów;mazowieckie;05-254
Arciechów;mazowieckie;05-255
Arciechów (Myszyniec);mazowieckie;05-255
Arciechów (Dąbrowa);mazowieckie;05-255
Borki;mazowieckie;05-255
Borki (Teresin);mazowieckie;05-255
Nowe Załubice;mazowieckie;05-255
Nowe Załubice (Popielarze);mazowieckie;05-255
Nowe Załubice (Opole);mazowieckie;05-255
Ruda;mazowieckie;05-255
Ruda (Ruda-Łoś);mazowieckie;05-255
Ruda (Trzciana);mazowieckie;05-255
Stare Załubice;mazowieckie;05-255
Marki;mazowieckie;05-270
Nadma;mazowieckie;05-270
Dzierżanów;mazowieckie;05-280
Jadów;mazowieckie;05-280
Myszadła;mazowieckie;05-280
Nowinki;mazowieckie;05-280
Nowy Jadów;mazowieckie;05-280
Oble;mazowieckie;05-280
Podbale;mazowieckie;05-280
Podmyszadła;mazowieckie;05-280
Starowola;mazowieckie;05-280
Sulejów;mazowieckie;05-280
Warmiaki;mazowieckie;05-280
Wójty;mazowieckie;05-280
Wólka Sulejowska;mazowieckie;05-280
Wujówka;mazowieckie;05-280
Wyglądały;mazowieckie;05-280
Zawiszyn;mazowieckie;05-280
Adampol;mazowieckie;05-281
Borzymy;mazowieckie;05-281
Dębe Duże;mazowieckie;05-281
Dębe Małe;mazowieckie;05-281
Iły;mazowieckie;05-281
Kukawki;mazowieckie;05-281
Letnisko Nowy Jadów;mazowieckie;05-281
Sitne;mazowieckie;05-281
Strachów;mazowieckie;05-281
Szewnica;mazowieckie;05-281
Urle;mazowieckie;05-281
Wężówka;mazowieckie;05-281
Wężówka (Wyrobki);mazowieckie;05-281
Annopol;mazowieckie;05-282
Borucza;mazowieckie;05-282
Grabszczyzna;mazowieckie;05-282
Kąty Czernickie;mazowieckie;05-282
Kąty-Miąski;mazowieckie;05-282
Kąty-Miąski (Flakowizna);mazowieckie;05-282
Kąty-Wielgi;mazowieckie;05-282
Krawcowizna;mazowieckie;05-282
Księżyki;mazowieckie;05-282
Marysin;mazowieckie;05-282
Młynisko;mazowieckie;05-282
Osęka;mazowieckie;05-282
Piaski;mazowieckie;05-282
Rozalin;mazowieckie;05-282
Równe;mazowieckie;05-282
Ruda-Czernik;mazowieckie;05-282
Strachówka;mazowieckie;05-282
Szamocin;mazowieckie;05-282
Szlędaki;mazowieckie;05-282
Wiktoria;mazowieckie;05-282
Zofinin;mazowieckie;05-282
Zofinin (Bielany);mazowieckie;05-282
Anielew;mazowieckie;05-300
Arynów;mazowieckie;05-300
Barcząca;mazowieckie;05-300
Borek Miński;mazowieckie;05-300
Brzóze;mazowieckie;05-300
Budy Barcząckie;mazowieckie;05-300
Budy Janowskie;mazowieckie;05-300
Celinów;mazowieckie;05-300
Chmielew;mazowieckie;05-300
Chochół;mazowieckie;05-300
Choszczówka Stojecka;mazowieckie;05-300
Cielechowizna;mazowieckie;05-300
Cyganka;mazowieckie;05-300
Dłużka;mazowieckie;05-300
Dziękowizna;mazowieckie;05-300
Gamratka;mazowieckie;05-300
Gliniak;mazowieckie;05-300
Grębiszew;mazowieckie;05-300
Huta Mińska;mazowieckie;05-300
Ignaców;mazowieckie;05-300
Iłówiec;mazowieckie;05-300
Jędrzejnik;mazowieckie;05-300
Karolina;mazowieckie;05-300
Kluki;mazowieckie;05-300
Kolonia Janów;mazowieckie;05-300
Królewiec;mazowieckie;05-300
Maliszew;mazowieckie;05-300
Marianka;mazowieckie;05-300
Mikanów;mazowieckie;05-300
Mińsk Mazowiecki;mazowieckie;05-300
Niedziałka Druga;mazowieckie;05-300
Nowe Osiny;mazowieckie;05-300
Osiny;mazowieckie;05-300
Podrudzie;mazowieckie;05-300
Stara Niedziałka;mazowieckie;05-300
Stare Zakole;mazowieckie;05-300
Stojadła;mazowieckie;05-300
Targówka;mazowieckie;05-300
Tartak;mazowieckie;05-300
Wólka Iłówiecka;mazowieckie;05-300
Wólka Mińska;mazowieckie;05-300
Zakole-Wiktorowo;mazowieckie;05-300
Zamienie;mazowieckie;05-300
Żuków;mazowieckie;05-300
Borek Czarniński;mazowieckie;05-304
Choiny;mazowieckie;05-304
Ciopan;mazowieckie;05-304
Cisówka;mazowieckie;05-304
Goździówka;mazowieckie;05-304
Kolonie Stanisławów;mazowieckie;05-304
Legacz;mazowieckie;05-304
Ładzyń;mazowieckie;05-304
Łęka;mazowieckie;05-304
Mały Stanisławów;mazowieckie;05-304
Ołdakowizna;mazowieckie;05-304
Osęczyzna;mazowieckie;05-304
Papiernia;mazowieckie;05-304
Porąb;mazowieckie;05-304
Poręby Leśne;mazowieckie;05-304
Prądzewo-Kopaczewo;mazowieckie;05-304
Pustelnik;mazowieckie;05-304
Retków;mazowieckie;05-304
Rządza;mazowieckie;05-304
Sokóle;mazowieckie;05-304
Suchowizna;mazowieckie;05-304
Szymankowszczyzna;mazowieckie;05-304
Wólka Czarnińska;mazowieckie;05-304
Wólka Piecząca;mazowieckie;05-304
Wólka Wybraniecka;mazowieckie;05-304
Wólka-Konstancja;mazowieckie;05-304
Zawiesiuchy;mazowieckie;05-304
Anielinek;mazowieckie;05-306
Antonina;mazowieckie;05-306
Budy Kumińskie;mazowieckie;05-306
Góry;mazowieckie;05-306
Jakubów;mazowieckie;05-306
Jędrzejów Nowy;mazowieckie;05-306
Jędrzejów Stary;mazowieckie;05-306
Kamionka;mazowieckie;05-306
Leontyna;mazowieckie;05-306
Łaziska;mazowieckie;05-306
Mistów;mazowieckie;05-306
Moczydła;mazowieckie;05-306
Nart;mazowieckie;05-306
Przedewsie;mazowieckie;05-306
Strzebula;mazowieckie;05-306
Szczytnik;mazowieckie;05-306
Turek;mazowieckie;05-306
Tymoteuszew;mazowieckie;05-306
Wiśniew;mazowieckie;05-306
Witkowizna;mazowieckie;05-306
Wola Polska;mazowieckie;05-306
Adamów;mazowieckie;05-307
Brzozowica;mazowieckie;05-307
Czarnocin;mazowieckie;05-307
Czarnogłów;mazowieckie;05-307
Dobre;mazowieckie;05-307
Drop;mazowieckie;05-307
Duchów;mazowieckie;05-307
Gęsianka;mazowieckie;05-307
Głęboczyca;mazowieckie;05-307
Grabniak;mazowieckie;05-307
Jaczewek;mazowieckie;05-307
Joanin;mazowieckie;05-307
Kąty-Borucza;mazowieckie;05-307
Kobylanka;mazowieckie;05-307
Makówiec Duży;mazowieckie;05-307
Makówiec Mały;mazowieckie;05-307
Marcelin;mazowieckie;05-307
Mlęcin;mazowieckie;05-307
Modecin;mazowieckie;05-307
Nowa Wieś (Ostrówek);mazowieckie;05-307
Pokrzywnik;mazowieckie;05-307
Poręby Nowe;mazowieckie;05-307
Poręby Stare;mazowieckie;05-307
Radoszyna;mazowieckie;05-307
Rakówiec;mazowieckie;05-307
Rąbierz-Kolonia;mazowieckie;05-307
Ruda-Pniewnik;mazowieckie;05-307
Rudno;mazowieckie;05-307
Rudzienko;mazowieckie;05-307
Sąchocin;mazowieckie;05-307
Sołki;mazowieckie;05-307
Świdrów;mazowieckie;05-307
Wólka Czarnogłowska;mazowieckie;05-307
Wólka Kobylańska;mazowieckie;05-307
Wólka Kokosia;mazowieckie;05-307
Wólka Mlęcka;mazowieckie;05-307
Abramy;mazowieckie;05-310
Budy Przytockie;mazowieckie;05-310
Chrościce;mazowieckie;05-310
